content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Still need more development every time when I see an episode I cannot continue from where i just stopped i have to search for the movie or the series and choose the episode manually and this makes me so upset i hope you read my feedback i fix this issue,2022-07-25 14:45:44,5.3.0,6.4,10.7,82.89999999999999,-27.04,Negative
more movies and series please,2022-07-24 23:56:07,5.3.0,36.5,0.0,63.5,31.819999999999997,Positive
Crash number days can not watch any video and reported nothing happened,2022-07-24 13:41:26,,9.3,19.3,71.39999999999999,-34.0,Negative
Its a proof of numberrd class services of stc,2022-07-21 04:20:32,5.3.0,0.0,0.0,100.0,0.0,Neutral
Please add watching speed feature xnumbernumber xnumbernumber and xnumber,2022-07-17 12:34:43,5.3.0,22.3,0.0,77.7,31.819999999999997,Positive
,2022-07-12 19:23:21,5.3.0,0.0,0.0,0.0,0.0,Neutral
as of course it is an Arabic app but they should add more English films,2022-07-11 09:37:57,5.3.0,0.0,0.0,100.0,0.0,Neutral
,2022-07-09 15:10:29,5.3.0,0.0,0.0,0.0,0.0,Neutral
eyes,2022-07-09 02:58:21,5.3.0,0.0,0.0,100.0,0.0,Neutral
I cannot receive the otp sad to say i pay but i do not think this apps will allow me to log in,2022-07-08 14:00:24,,10.4,14.399999999999999,75.2,2.58,Positive
great app OK hand,2022-07-08 10:08:03,5.3.0,91.10000000000001,0.0,8.9,88.16000000000001,Positive
Nice and cool,2022-07-08 08:22:30,5.3.0,83.6,0.0,16.400000000000002,62.49,Positive
Ok,2022-07-07 19:53:27,5.3.0,100.0,0.0,0.0,29.599999999999998,Positive
Worst Program not stable you get error message crashed Some channles are not working All movies are repeated nothing nwe I do not recommand Problem with channels on the receiver not App number channels are down more than number months without any sloution from your side,2022-07-07 18:46:24,4.2.2,4.3,21.2,74.4,-78.29,Negative
Too many bugs and i cannot even sign in,2022-07-05 19:24:35,5.3.0,0.0,0.0,100.0,0.0,Neutral
Crashing continuously,2022-07-04 11:57:09,5.3.0,0.0,0.0,100.0,0.0,Neutral
numberk ultra hd webos numbernumber   webos numbernumber        stc tv   the app still not appears on LG smart tv app content,2022-07-04 05:00:34,2.5.15,12.4,0.0,87.6,40.19,Positive
STC,2022-07-02 02:51:34,5.3.0,0.0,0.0,100.0,0.0,Neutral
stc,2022-07-01 04:02:00,5.3.0,0.0,0.0,100.0,0.0,Neutral
Very nice App,2022-06-29 07:26:04,5.3.0,60.699999999999996,0.0,39.300000000000004,47.54,Positive
stc,2022-06-29 07:25:22,5.3.0,0.0,0.0,100.0,0.0,Neutral
,2022-06-22 11:29:34,5.2.0,0.0,0.0,0.0,0.0,Neutral
,2022-06-21 12:22:16,5.2.0,0.0,0.0,0.0,0.0,Neutral
thank you for freebies,2022-06-20 03:29:02,5.2.0,72.6,0.0,27.400000000000002,64.86,Positive
So nice thank you,2022-06-17 23:46:41,,74.6,0.0,25.4,70.7,Positive
Just Excellent,2022-06-16 09:38:06,5.2.0,78.7,0.0,21.3,57.19,Positive
Redmi number mobile Live channels not playing even after number buffering,2022-06-15 19:47:09,5.2.0,21.3,13.100000000000001,65.60000000000001,0.21,Positive
thinking facethinking facethinking face,2022-06-15 09:28:31,,0.0,0.0,100.0,0.0,Neutral
Cannot show on my Tv via wireless projection,2022-06-15 01:23:02,5.2.0,0.0,0.0,100.0,0.0,Neutral
good thumbs up thumbs up thumbs up thumbs up,2022-06-13 03:10:18,5.2.0,26.6,0.0,73.4,44.04,Positive
number     number  number                                        number,2022-06-12 23:52:58,5.2.0,100.0,0.0,0.0,29.599999999999998,Positive
Very bad app Crash all the time,2022-06-12 03:33:40,,0.0,57.49999999999999,42.5,-77.55,Negative
Good app with good choices,2022-06-09 11:23:48,5.2.0,65.9,0.0,34.1,70.03,Positive
Used to have Discovery before the update now it is gone any help,2022-06-04 14:17:23,5.2.0,18.4,0.0,81.6,40.19,Positive
missing Indian movies and series,2022-06-03 13:20:41,5.2.0,0.0,35.5,64.5,-29.599999999999998,Negative
The app content is good Plus the live TV quality is pretty good For me most important is that the content are safe for family and kids,2022-05-31 21:15:26,5.2.0,38.9,0.0,61.1,91.84,Positive
You pay and got nothing I had paid for subscription and the service does not work untill now they stole my money clearly and they have the worst customer service they cannot solve any problem,2022-05-25 10:54:28,5.1.0,12.1,17.299999999999997,70.6,-28.1,Negative
Galaxy Anumber,2022-05-23 09:21:21,5.1.0,0.0,0.0,100.0,0.0,Neutral
Great application,2022-05-16 13:18:42,5.1.0,80.4,0.0,19.6,62.49,Positive
Goog,2022-05-16 08:47:30,5.1.0,0.0,0.0,100.0,0.0,Neutral
It is not opening on my mobile by the way it is very good app but when it is working,2022-05-14 16:01:17,5.1.0,9.9,0.0,90.10000000000001,27.24,Positive
Does Not work on SAMSUNG TAB Anumber,2022-05-14 10:25:16,,0.0,0.0,100.0,0.0,Neutral
I update my card and they take a fees to confirm data and google take a fees number times and every time have a error,2022-05-14 08:36:09,5.1.0,5.7,11.700000000000001,82.6,-34.0,Negative
,2022-05-13 16:08:38,5.1.0,0.0,0.0,0.0,0.0,Neutral
,2022-05-12 10:19:17,5.1.0,0.0,0.0,0.0,0.0,Neutral
NICE,2022-05-12 05:57:36,5.1.0,100.0,0.0,0.0,42.15,Positive
It not working at all and when I called stc and not fixed yet just paying for service that I cannot use,2022-05-11 10:12:59,5.1.0,0.0,0.0,100.0,0.0,Neutral
Is not working,2022-05-09 05:15:57,5.1.0,0.0,0.0,100.0,0.0,Neutral
Nice app OK hand,2022-05-08 15:26:17,5.1.0,89.9,0.0,10.100000000000001,83.74000000000001,Positive
Good TV service,2022-05-08 10:18:42,5.1.0,59.199999999999996,0.0,40.8,44.04,Positive
SSC Channels cannot be seen on mobile app only,2022-05-07 09:55:13,5.1.0,0.0,0.0,100.0,0.0,Neutral
SSC channels not available anymore sad but relieved face,2022-05-06 06:52:29,5.1.0,42.5,0.0,57.49999999999999,63.42,Positive
This app does not work at all,2022-05-04 17:43:22,5.1.0,0.0,0.0,100.0,0.0,Neutral
Even not working,2022-05-02 07:25:19,5.1.0,0.0,0.0,100.0,0.0,Neutral
Does not work on my Samsung Anumber after last update does not work on any Samsung A model,2022-04-30 19:34:36,5.1.0,0.0,0.0,100.0,0.0,Neutral
,2022-04-30 15:39:48,,0.0,0.0,0.0,0.0,Neutral
Terrible always crashing and not working anymore,2022-04-29 23:28:54,5.1.0,0.0,34.1,65.9,-47.67,Negative
That Is Cool Ngl,2022-04-28 17:51:40,5.1.0,43.4,0.0,56.599999999999994,31.819999999999997,Positive
it keeps crashing using Samsung tab,2022-04-28 01:36:49,5.1.0,0.0,0.0,100.0,0.0,Neutral
Perfect,2022-04-27 14:21:02,5.1.0,100.0,0.0,0.0,57.19,Positive
,2022-04-27 07:13:22,5.1.0,0.0,0.0,0.0,0.0,Neutral
yellow heart,2022-04-22 06:51:10,4.2.2,0.0,0.0,100.0,0.0,Neutral
thumbs upthumbs upthumbs up,2022-04-21 11:36:41,5.0.0,0.0,0.0,100.0,0.0,Neutral
,2022-04-18 09:57:16,5.0.0,0.0,0.0,0.0,0.0,Neutral
Tn,2022-04-16 05:39:24,,0.0,0.0,100.0,0.0,Neutral
number      stc,2022-04-14 09:29:01,5.0.0,56.49999999999999,0.0,43.5,7.720000000000001,Positive
Contents are not opening with me,2022-04-13 06:31:13,5.0.0,0.0,0.0,100.0,0.0,Neutral
With latest update lost all the shows that I would have liked to watch Truly disappointing,2022-04-13 05:48:01,5.0.0,25.7,24.8,49.5,5.16,Positive
It does not work on android tv,2022-04-10 12:03:13,5.0.0,0.0,0.0,100.0,0.0,Neutral
thumbs up,2022-04-09 02:24:02,4.2.2,0.0,0.0,100.0,0.0,Neutral
Despite my high speed internet STC tv rarely comes in HD,2022-04-07 17:54:05,5.0.0,0.0,0.0,100.0,0.0,Neutral
,2022-04-06 17:51:07,5.0.0,0.0,0.0,0.0,0.0,Neutral
Cannot login slow customer support my trial ended trying just to login,2022-04-04 07:09:12,,19.7,0.0,80.30000000000001,40.19,Positive
Fodah,2022-04-03 16:29:34,4.2.1,0.0,0.0,100.0,0.0,Neutral
crashes alot,2022-03-30 14:13:06,,0.0,0.0,100.0,0.0,Neutral
,2022-03-29 11:28:27,5.0.0,0.0,0.0,0.0,0.0,Neutral
Channels such as mbcnumber and mbcnumber are missing on the tv app meanwhile they are there on the android phone app thinking face How to solve this issue,2022-03-23 16:38:31,4.2.2,6.0,7.3,86.7,-10.27,Negative
I was using this for long time but I go to home country for vacation now I return but I cannot login to use this app anymore,2022-03-23 00:17:12,5.0.0,0.0,0.0,100.0,0.0,Neutral
The app is not working at all,2022-03-21 10:50:44,4.2.2,0.0,0.0,100.0,0.0,Neutral
No screaming,2022-03-21 00:25:44,5.0.0,0.0,100.0,0.0,-58.589999999999996,Negative
smiling face with hearteyessmiling face with hearteyes,2022-03-20 22:58:10,4.2.2,33.300000000000004,0.0,66.7,45.879999999999995,Positive
Android TV,2022-03-20 14:33:08,5.0.0,0.0,0.0,100.0,0.0,Neutral
Cannot download to sony tv google tv keeps gutting an error message cannot install stc tv,2022-03-20 11:58:57,5.0.0,0.0,15.299999999999999,84.7,-40.19,Negative
The app and the content is amazing but with the new update i am unable to cast to my Chromecast and my JawwyTV device is not working at all recently,2022-03-19 11:23:03,5.0.0,7.9,0.0,92.10000000000001,34.0,Positive
,2022-03-17 09:02:59,4.2.2,0.0,0.0,0.0,0.0,Neutral
the best Arabic TV,2022-03-17 05:50:47,4.2.1,58.3,0.0,41.699999999999996,63.690000000000005,Positive
You are very much for free and thank you,2022-03-15 14:29:18,4.2.1,46.400000000000006,0.0,53.6,72.39,Positive
Remove the censorship,2022-03-13 04:12:44,4.1.0,0.0,0.0,100.0,0.0,Neutral
Excellent content only issue which is a deal breaker for me is I cannot change the aspect ratio of the live TV Hence I cannot watch in full screen which is very damn annoying,2022-03-12 12:06:33,4.2.1,9.8,15.9,74.3,-31.19,Negative
very nice,2022-03-11 04:36:51,4.2.1,75.6,0.0,24.4,47.54,Positive
,2022-03-07 18:06:42,,0.0,0.0,0.0,0.0,Neutral
it is thumbs upthumbs upthumbs up,2022-03-06 11:29:19,4.2.1,0.0,0.0,100.0,0.0,Neutral
like the content much but it consumes alot of internet data watching number series of good doctor using number gb,2022-03-05 15:40:56,4.2.1,34.699999999999996,0.0,65.3,75.79,Positive
so far so good titles just looking forward for more titular movies and series to be added,2022-03-04 01:48:08,4.2.1,20.3,0.0,79.7,62.129999999999995,Positive
After I removed my subscription from Google play long ago I can no longer resubscribe with other options,2022-03-04 00:29:06,,12.9,11.799999999999999,75.3,5.16,Positive
not working,2022-03-03 10:13:03,4.2.1,0.0,0.0,100.0,0.0,Neutral
stable and versitile,2022-03-01 18:24:34,4.2.1,52.400000000000006,0.0,47.599999999999994,29.599999999999998,Positive
I have Samsung galaxy Anumber android number upgrade to number and i get this message GENERAL number The DRM error number Operation not supported in this  FO configuration androidmediaMediaCodecCryptoException number Operation not supported in this configuration,2022-03-01 13:02:21,4.2.1,16.6,16.900000000000002,66.5,-48.089999999999996,Negative
thumbs up,2022-03-01 00:07:45,4.2.1,0.0,0.0,100.0,0.0,Neutral
good entertainment app,2022-02-28 23:24:56,4.2.1,85.1,0.0,14.899999999999999,69.08,Positive
,2022-02-28 03:54:44,4.2.1,0.0,0.0,0.0,0.0,Neutral
,2022-02-27 20:39:04,4.2.1,0.0,0.0,0.0,0.0,Neutral
Bufring problem very slow,2022-02-24 06:56:37,4.2.1,0.0,47.4,52.6,-40.19,Negative
MA SHA ALLAH ZABARDAST GOOD,2022-02-23 13:11:06,4.2.0,42.0,0.0,57.99999999999999,44.04,Positive
Interesting app,2022-02-21 04:28:52,4.2.0,73.0,0.0,27.0,40.19,Positive
,2022-02-21 00:07:23,4.2.0,0.0,0.0,0.0,0.0,Neutral
,2022-02-20 08:57:04,4.2.0,0.0,0.0,0.0,0.0,Neutral
number,2022-02-19 03:44:02,,100.0,0.0,0.0,7.720000000000001,Positive
Amazing,2022-02-18 17:28:21,4.2.0,100.0,0.0,0.0,58.589999999999996,Positive
Thank you for the service it is great app but unfortunately I have lost numbernumber GB from my net,2022-02-18 13:18:44,4.2.0,17.7,24.8,57.49999999999999,-41.18,Negative
orange heartorange heartorange heart,2022-02-18 07:03:05,4.2.0,0.0,0.0,100.0,0.0,Neutral
smiling face with open hands,2022-02-17 05:11:02,4.2.0,42.9,0.0,57.099999999999994,45.879999999999995,Positive
How can I unsubscribe jawwy TV,2022-02-15 07:38:51,4.2.0,0.0,0.0,100.0,0.0,Neutral
VERY VERY GOOD thumbs upthumbs upOK handthumbs upthumbs upAPP,2022-02-14 16:51:39,4.2.0,41.3,0.0,58.699999999999996,76.73,Positive
amazing streaming app,2022-02-13 04:24:54,4.1.0,65.5,0.0,34.5,58.589999999999996,Positive
Terrible customer service I have renewed my subscription and yet my account has not been reacitivated And I have emailed customer care number times so far and nobody responded I advise against using this app Waste of money,2022-02-12 23:23:37,4.1.0,10.9,14.299999999999999,74.9,-34.0,Negative
nauseated facenauseated face,2022-02-12 14:51:20,4.1.0,0.0,0.0,100.0,0.0,Neutral
Excellent app with exclusive offer from orange Egypt,2022-02-12 10:53:29,4.1.0,46.400000000000006,0.0,53.6,63.690000000000005,Positive
starzplay  Fox,2022-02-11 12:04:07,,0.0,0.0,100.0,0.0,Neutral
OK handred heart,2022-02-11 09:57:50,4.1.0,59.5,0.0,40.5,44.66,Positive
Buggy keeps crashing The app keeps crashing either at startup or at the profile selection page The content is nice but only when one is able to log in and reach the content pahe,2022-02-10 12:44:22,4.1.0,8.7,0.0,91.3,26.169999999999998,Positive
Gamd,2022-02-10 10:33:58,4.1.0,0.0,0.0,100.0,0.0,Neutral
,2022-02-07 09:44:15,4.1.0,0.0,0.0,0.0,0.0,Neutral
I subscribed from Egypt through Vodafone for the monthly subscription for number EGP and this month the subscription was not renewed for some reason although I have more than enough balance in my lin and then I tried to resubscribe again through the Jawwy TV website and after I get the number digits PIN code I enter it but it tells me that the PIN is incorrect please kindly help below are my account details thank you very much waiting for your kind reply,2022-02-04 14:43:59,4.1.0,22.5,0.0,77.5,96.36,Positive
I loved it but it no longer works on my android tv tried everything hopeless hope they can fix it again one day,2022-02-03 08:56:46,4.1.0,20.3,21.9,57.9,-12.8,Negative
It does not show watched history what I have watched,2022-02-02 14:49:12,4.1.0,0.0,0.0,100.0,0.0,Neutral
,2022-02-02 08:20:35,4.1.0,0.0,0.0,0.0,0.0,Neutral
Very disgusting unsubscribe is not working group of thieves,2022-02-01 06:17:51,,0.0,50.0,50.0,-79.02,Negative
number,2022-01-31 09:27:50,3.3.1,100.0,0.0,0.0,7.720000000000001,Positive
Lovely experience,2022-01-28 10:29:56,4.1.0,79.2,0.0,20.8,58.589999999999996,Positive
,2022-01-27 23:03:41,,0.0,0.0,0.0,0.0,Neutral
Pathetic app Got subscribed accidentally and now I am unable to unsubscribe it They made it complicated intentionally,2022-01-25 07:18:16,4.1.0,0.0,28.9,71.1,-72.69,Negative
Very bad and crash once I installed it,2022-01-25 01:40:52,4.1.0,0.0,57.49999999999999,42.5,-77.55,Negative
Update your version very slow,2022-01-22 03:17:53,4.1.0,0.0,0.0,100.0,0.0,Neutral
I love it,2022-01-21 17:05:35,4.1.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
,2022-01-21 06:20:17,4.1.0,0.0,0.0,0.0,0.0,Neutral
,2022-01-18 09:51:19,4.1.0,0.0,0.0,0.0,0.0,Neutral
It is very classic I love two hearts it,2022-01-15 04:55:30,,39.0,0.0,61.0,66.82000000000001,Positive
awesome app working fine,2022-01-14 15:26:40,4.0.2,74.7,0.0,25.3,70.96000000000001,Positive
There is a issue with the Google TV version The app works once then it will indicate there is no internet connection I tired restart the app and the device but did not work the only fix is to reinstall the app again then it will work,2022-01-12 14:31:09,4.0.2,0.0,7.6,92.4,-37.16,Negative
very good experience,2022-01-12 13:09:09,4.0.2,61.5,0.0,38.5,49.27,Positive
Worst experience eversteals your money you cannot subscribeworst customer service,2022-01-10 23:42:09,4.0.2,0.0,31.3,68.7,-62.49,Negative
,2022-01-07 15:24:52,4.0.2,0.0,0.0,0.0,0.0,Neutral
,2022-01-03 13:15:28,4.0.2,0.0,0.0,0.0,0.0,Neutral
Not available outside of non Arabic speaking nation,2022-01-02 05:33:11,,0.0,0.0,100.0,0.0,Neutral
awesome,2022-01-01 04:10:10,4.0.2,100.0,0.0,0.0,62.49,Positive
Very bad app,2021-12-30 21:23:19,4.0.2,0.0,65.5,34.5,-58.489999999999995,Negative
Not working  disappointing app,2021-12-29 15:20:12,4.0.2,46.7,0.0,53.300000000000004,38.75,Positive
Bad sirver not working,2021-12-29 10:49:52,4.0.2,0.0,53.800000000000004,46.2,-54.230000000000004,Negative
error DRMdoes not work in Egypt a piece of garbage,2021-12-29 10:20:31,,0.0,25.2,74.8,-40.19,Negative
Every thing  I try to watched give me massage drm numberthinking facethinking face Thanks for terrible experience,2021-12-29 08:40:00,4.0.2,14.499999999999998,15.5,70.0,-5.16,Negative
buffering,2021-12-29 08:10:00,4.0.2,0.0,0.0,100.0,0.0,Neutral
,2021-12-29 05:52:11,,0.0,0.0,0.0,0.0,Neutral
Worst app ever when I watch anything it gives me error DRM,2021-12-29 05:28:57,4.0.2,0.0,43.0,56.99999999999999,-77.83,Negative
Error DRM number ON LIVE CHANNELS,2021-12-29 03:11:31,4.0.2,16.3,33.800000000000004,50.0,-34.0,Negative
Coolandgood,2021-12-28 22:03:23,,0.0,0.0,100.0,0.0,Neutral
,2021-12-28 18:53:11,4.0.2,0.0,0.0,0.0,0.0,Neutral
I was happy with the old version because of aspect ratio of the live tv  but the app now forced me to update it  so please at least add option to change aspect ratio for live tv or videos,2021-12-24 15:38:22,4.0.2,14.000000000000002,8.799999999999999,77.2,32.629999999999995,Positive
It does not work whenever I open the app it keeps loading and never ends Can you fix it please,2021-12-24 03:18:46,4.0.2,11.3,0.0,88.7,31.819999999999997,Positive
,2021-12-22 05:55:45,4.0.2,0.0,0.0,0.0,0.0,Neutral
,2021-12-21 07:30:09,4.0.2,0.0,0.0,0.0,0.0,Neutral
Application ki zebi,2021-12-19 16:10:38,,0.0,0.0,100.0,0.0,Neutral
I love it  great job development team,2021-12-15 12:35:50,3.3.1,67.5,0.0,32.5,85.19,Positive
After watching first season of MrRobot JAWWY TV just decided to delete it  I am very disappointed Why would you delete a series,2021-12-14 02:11:11,3.3.1,0.0,14.499999999999998,85.5,-52.559999999999995,Negative
Greate,2021-12-13 14:46:37,3.3.1,0.0,0.0,100.0,0.0,Neutral
smiling face with hearteyes,2021-12-13 13:39:47,3.3.1,50.0,0.0,50.0,45.879999999999995,Positive
,2021-12-11 15:41:53,,0.0,0.0,0.0,0.0,Neutral
Video player one of the worst There are many issues to be fixed it is like media player since number Lots of laggingcrashesif you download something it takes forever preparing to startsubtitles are small,2021-12-10 20:08:49,3.3.1,9.8,10.5,79.7,-31.819999999999997,Negative
There is no continue watching feature that supports both tv and mobile the tv application is very bad and need to add a lot of features to be better you have a good content but no easy way to watch it as other streaming application,2021-12-10 10:35:03,3.3.1,18.2,13.0,68.8,40.26,Positive
stc,2021-12-07 14:59:49,3.3.1,0.0,0.0,100.0,0.0,Neutral
Its not working at all in my tabletworst app,2021-12-06 07:28:47,,0.0,0.0,100.0,0.0,Neutral
,2021-11-29 13:47:53,3.3.0,0.0,0.0,0.0,0.0,Neutral
great i wish they provied paied sport chanels too,2021-11-23 09:16:01,3.3.0,53.1,0.0,46.9,77.83,Positive
Does not work Galaxy note number ultra,2021-11-20 09:43:15,,17.8,0.0,82.19999999999999,7.720000000000001,Positive
I want to rate this app number stars But there is a small thing but it is a big problem which is the video player It always runs on a fall screen so I cannot enjoy in the thing that the app made for it,2021-11-19 17:06:14,3.3.0,5.0,16.2,78.8,-79.69000000000001,Negative
it is a Unemployed application,2021-11-19 03:10:57,2.7.0,0.0,0.0,100.0,0.0,Neutral
,2021-11-15 11:54:11,3.3.0,0.0,0.0,0.0,0.0,Neutral
Cannot log in to my account and keep charging my creadit card and contacted all your costservice no replay on any platfiom its a fraud a fraud a fraud,2021-11-15 07:12:33,3.3.0,0.0,38.2,61.8,-92.74,Negative
,2021-11-14 08:31:40,3.2.5.2,0.0,0.0,0.0,0.0,Neutral
A lot of crash in the app Disappointed,2021-11-10 23:17:39,3.2.5.2,0.0,53.7,46.300000000000004,-70.03,Negative
Not good,2021-11-10 19:15:24,3.2.5.2,0.0,70.6,29.4,-34.12,Negative
like it,2021-11-10 11:05:45,3.2.5.2,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
,2021-11-10 09:47:44,3.2.5.2,0.0,0.0,0.0,0.0,Neutral
All is ok but i am not able to find the Tnumber cricket worldcup as advertised,2021-11-10 08:02:46,3.2.5.2,10.299999999999999,0.0,89.7,15.310000000000002,Positive
i like everything in this app,2021-11-09 12:21:44,3.2.5.2,38.5,0.0,61.5,36.120000000000005,Positive
Worst streaming app ever                               OSN  Starzplay  Netflix  Amazon PrimeVideo,2021-11-08 05:49:28,3.2.5.2,13.3,32.0,54.7,-52.669999999999995,Negative
Amount Deducted from my Google pay but subscription is inactive why this is happening kindly solve my issue I am unable to see the cricket I have send number emails with screen shot kindly reply As Soon As Possible,2021-11-05 10:14:49,3.2.5.2,27.0,2.6,70.39999999999999,90.11,Positive
Not opening,2021-11-03 21:07:44,,0.0,0.0,100.0,0.0,Neutral
very entertaining,2021-11-03 07:59:29,3.2.5.2,76.2,0.0,23.799999999999997,49.27,Positive
This is a very bad app,2021-11-03 06:12:41,3.2.5.2,0.0,48.699999999999996,51.300000000000004,-58.489999999999995,Negative
I was surprised at the great streaming quality and the service It is quite reliable and of course I loved it that they gave away the number Tnumber games for free for all Much love,2021-11-02 10:30:58,3.2.5.2,40.9,0.0,59.099999999999994,95.65,Positive
Great App thumbs up,2021-11-02 09:02:25,3.2.5.2,57.699999999999996,0.0,42.3,62.49,Positive
I loved it and its working perfectly in my galaxy number and connected to my TV whenever I want OK handrelieved face,2021-10-30 21:10:30,,47.599999999999994,0.0,52.400000000000006,91.24,Positive
Iam surprised that there are some pple who are actually having issues with this app Its working A Ok thumbs upover here Great app with tremedous features OK hand clapping hands,2021-10-30 19:55:04,3.2.5.2,36.4,0.0,63.6,92.36,Positive
Outstanding,2021-10-30 07:34:53,3.2.5.1,100.0,0.0,0.0,61.24000000000001,Positive
Great app to use highly recommended OK hand,2021-10-30 05:27:22,3.2.5.2,76.3,0.0,23.7,91.64,Positive
,2021-10-28 18:07:51,3.2.5.1,0.0,0.0,0.0,0.0,Neutral
Sending sms that watch cricket for free  and charging almost number dollars to watch everymonth such a shame,2021-10-27 04:30:42,3.2.5.1,20.1,14.499999999999998,65.4,5.34,Positive
number,2021-10-26 18:45:44,3.2.5.1,100.0,0.0,0.0,7.720000000000001,Positive
it is Awesome,2021-10-25 05:57:28,3.2.5.1,67.2,0.0,32.800000000000004,62.49,Positive
App not working,2021-10-24 08:56:13,3.2.5.1,0.0,0.0,100.0,0.0,Neutral
I like it smiling face with hearteyes,2021-10-23 23:41:01,3.2.5.1,57.9,0.0,42.1,67.05,Positive
Not working on my Samsung tv,2021-10-23 03:41:52,3.2.5.1,0.0,0.0,100.0,0.0,Neutral
,2021-10-23 01:56:23,3.2.5.1,0.0,0.0,0.0,0.0,Neutral
,2021-10-21 14:09:13,3.2.5.1,0.0,0.0,0.0,0.0,Neutral
Cannot sign out from app yo conn to tv,2021-10-21 11:13:31,3.2.5.1,0.0,0.0,100.0,0.0,Neutral
Bad performance sometimes play button disappears App crashes in the middle of the drama or movie,2021-10-21 11:12:58,3.2.5.1,11.3,27.700000000000003,61.0,-54.230000000000004,Negative
What a poor app I am already subscribed i have number month subscription still it is asking for Renew subscription I have screenshots too,2021-10-16 06:34:47,3.2.5.1,5.800000000000001,13.8,80.4,-42.15,Negative
TV,2021-10-13 03:27:40,3.2.5.1,0.0,0.0,100.0,0.0,Neutral
Live TV casting to chromecast is broken and buggy channel switching is not working or program rewinding,2021-10-09 08:56:31,3.2.5.1,0.0,16.2,83.8,-47.67,Negative
After the final update numbernumber on the android TV all the contents are not working showing an error code number,2021-10-08 04:45:30,3.2.5.1,5.8999999999999995,12.3,81.8,-34.0,Negative
Always errors expressionless face,2021-10-04 09:40:16,3.2.5,0.0,44.4,55.60000000000001,-34.0,Negative
Its very bad mode of payment you cannot change to visa from number you cannot change also the number registered if you want to change i They jus suggest make new account Not good at all,2021-10-03 14:08:40,3.2.5,9.700000000000001,15.5,74.8,-64.84,Negative
Very stable pp,2021-10-02 13:31:20,2.11.0,55.50000000000001,0.0,44.5,35.97,Positive
Please fix the error,2021-10-01 12:05:38,,32.9,38.6,28.599999999999998,-10.27,Negative
,2021-10-01 10:46:15,3.2.5,0.0,0.0,0.0,0.0,Neutral
It has so movies that are not included in Netflix,2021-10-01 00:00:27,3.2.5,0.0,0.0,100.0,0.0,Neutral
face with symbols on mouthface with symbols on mouthface with symbols on mouthface with symbols on mouthface with symbols on mouth,2021-09-30 10:18:23,3.2.5,0.0,0.0,100.0,0.0,Neutral
It is a nice app I am enjoying it  I have no issue with the app,2021-09-29 21:48:20,3.2.5,33.7,12.0,54.300000000000004,61.24000000000001,Positive
Excellent app it works as advertised I would have given it five stars if it was possible to cast on TV screens However lately the app is acting funny It ask to renew subscription and when you attempt to renew it say you are already subscribed,2021-09-27 09:57:38,3.2.4,13.3,0.0,86.7,76.5,Positive
,2021-09-27 07:12:15,3.2.4,0.0,0.0,0.0,0.0,Neutral
No new shows or movies only old shows and movies Does not worth the money as it hangs a lot  I have checked on different devices,2021-09-27 06:31:01,,0.0,14.899999999999999,85.1,-43.4,Negative
I like i,2021-09-24 12:18:01,3.2.4,100.0,0.0,0.0,36.120000000000005,Positive
,2021-09-24 12:14:44,,0.0,0.0,0.0,0.0,Neutral
,2021-09-23 13:41:40,3.2.4,0.0,0.0,0.0,0.0,Neutral
I am using the app on my Galaxy Fold number The app has number major flaws It keeps crashing all the time and I cannot control the video aspect ratio It is always displayed in full screen,2021-09-22 03:39:17,3.2.4,7.3,0.0,92.7,15.310000000000002,Positive
Tons of bugs and glitches not usable,2021-09-13 12:36:45,3.2.4,0.0,0.0,100.0,0.0,Neutral
Never got it to actually open Kept crashing from the beginning,2021-09-10 13:00:59,3.2.4,0.0,0.0,100.0,0.0,Neutral
Not working on Android TV box,2021-09-10 08:18:57,3.2.4,0.0,0.0,100.0,0.0,Neutral
,2021-09-09 07:50:30,3.2.4,0.0,0.0,0.0,0.0,Neutral
Usually collapsing all the time,2021-09-05 12:03:21,3.2.3,0.0,35.5,64.5,-29.599999999999998,Negative
It is very good app but it freezes a lot,2021-09-02 18:10:53,3.2.3,20.5,11.200000000000001,68.30000000000001,23.74,Positive
App keeps crashing on the phone,2021-09-02 16:32:03,3.2.3,0.0,0.0,100.0,0.0,Neutral
Worst application ever,2021-09-02 09:55:32,3.2.3,0.0,67.2,32.800000000000004,-62.49,Negative
App is telling me to update but it is already updated,2021-09-02 09:43:45,3.2.3,0.0,0.0,100.0,0.0,Neutral
Support Service is extremely bad No reply received ever I would give it Zero out of number,2021-09-02 08:13:56,3.2.3,18.0,28.199999999999996,53.900000000000006,-50.59,Negative
The worst app ever i rather watch my series on Google instead if this app it is so bad in every way I will make you angry ti the point youll break you are phone,2021-09-01 16:28:38,3.2.3,0.0,28.4,71.6,-91.67999999999999,Negative
,2021-09-01 12:11:00,3.2.3,0.0,0.0,0.0,0.0,Neutral
,2021-08-28 19:14:21,3.2.3,0.0,0.0,0.0,0.0,Neutral
I like the first one so much,2021-08-28 18:25:42,2.7.0,33.300000000000004,0.0,66.7,36.120000000000005,Positive
